地区,NO₂,SO₂,CO,O₃,PM₁₀,PM₂.₅,质量指数,状况,主要污染物,时间
合肥市,42,7,0.681,39,61,43,60,良,细颗粒物(PM2.5),2024-12-10 00:00:00
合肥市,50,8,0.698,33,58,33,63,良,二氧化氮,2024-12-09 00:00:00
合肥市,33,7,0.476,57,46,25,46,优,—,2024-12-08 00:00:00
合肥市,50,7,0.790,82,122,89,118,轻度污染,细颗粒物(PM2.5),2024-12-07 00:00:00
合肥市,52,6,0.832,67,130,95,125,轻度污染,细颗粒物(PM2.5),2024-12-06 00:00:00
合肥市,38,5,0.688,76,77,55,75,良,细颗粒物(PM2.5),2024-12-05 00:00:00
合肥市,31,5,0.666,43,59,38,55,良,颗粒物(PM10),2024-12-04 00:00:00
合肥市,31,5,0.753,55,96,58,79,良,细颗粒物(PM2.5),2024-12-03 00:00:00
合肥市,57,8,0.878,92,92,57,78,良,细颗粒物(PM2.5),2024-12-02 00:00:00
合肥市,57,7,0.739,77,70,36,72,良,二氧化氮,2024-12-01 00:00:00
合肥市,52,7,0.674,72,68,32,65,良,二氧化氮,2024-11-30 00:00:00
合肥市,44,6,0.547,70,48,17,55,良,二氧化氮,2024-11-29 00:00:00
合肥市,25,5,0.392,60,65,12,58,良,颗粒物(PM10),2024-11-28 00:00:00
合肥市,30,5,0.432,62,85,17,68,良,颗粒物(PM10),2024-11-27 00:00:00
合肥市,28,5,0.456,60,50,15,50,优,—,2024-11-26 00:00:00
合肥市,28,5,0.586,48,37,26,38,优,—,2024-11-25 00:00:00
合肥市,38,6,0.607,55,45,24,48,优,—,2024-11-24 00:00:00
合肥市,33,5,0.504,72,44,21,44,优,—,2024-11-23 00:00:00
合肥市,55,7,0.811,96,85,57,78,良,细颗粒物(PM2.5),2024-11-22 00:00:00
合肥市,39,5,0.610,63,48,29,49,优,—,2024-11-21 00:00:00
合肥市,33,5,0.507,33,39,21,42,优,—,2024-11-20 00:00:00
合肥市,24,5,0.452,43,29,10,30,优,—,2024-11-19 00:00:00
合肥市,18,5,0.360,54,31,8,31,优,—,2024-11-18 00:00:00
合肥市,19,4,0.486,64,26,11,32,优,—,2024-11-17 00:00:00
合肥市,30,5,0.706,45,70,47,65,良,细颗粒物(PM2.5),2024-11-16 00:00:00
合肥市,31,6,0.773,63,98,66,89,良,细颗粒物(PM2.5),2024-11-15 00:00:00
合肥市,39,7,0.827,114,87,54,74,良,细颗粒物(PM2.5),2024-11-14 00:00:00
合肥市,29,6,0.676,102,67,40,59,良,颗粒物(PM10),2024-11-13 00:00:00
合肥市,40,7,0.808,108,68,39,59,良,颗粒物(PM10),2024-11-12 00:00:00
合肥市,41,6,0.796,109,60,33,58,良,臭氧8小时,2024-11-11 00:00:00
合肥市,37,6,0.767,76,53,28,52,良,颗粒物(PM10),2024-11-10 00:00:00
合肥市,40,6,0.777,52,57,29,54,良,颗粒物(PM10),2024-11-09 00:00:00
合肥市,40,7,0.686,94,46,21,50,优,—,2024-11-08 00:00:00
合肥市,40,6,0.593,101,45,20,51,良,臭氧8小时,2024-11-07 00:00:00
合肥市,40,7,0.565,85,54,23,52,良,颗粒物(PM10),2024-11-06 00:00:00
合肥市,28,6,0.529,91,55,17,53,良,颗粒物(PM10),2024-11-05 00:00:00
合肥市,48,6,0.759,118,89,48,70,良,颗粒物(PM10),2024-11-04 00:00:00
合肥市,68,8,0.917,135,96,58,85,良,二氧化氮,2024-11-03 00:00:00
合肥市,57,6,0.774,125,108,66,89,良,细颗粒物(PM2.5),2024-11-02 00:00:00
合肥市,24,5,0.524,103,55,29,53,良,"颗粒物(PM10),臭氧8小时",2024-11-01 00:00:00
合肥市,25,5,0.550,101,42,21,51,良,臭氧8小时,2024-10-31 00:00:00
合肥市,38,6,0.584,110,46,24,59,良,臭氧8小时,2024-10-30 00:00:00
合肥市,50,6,0.913,119,107,70,94,良,细颗粒物(PM2.5),2024-10-29 00:00:00
合肥市,43,6,0.938,117,126,87,115,轻度污染,细颗粒物(PM2.5),2024-10-28 00:00:00
合肥市,27,5,0.620,78,61,39,56,良,颗粒物(PM10),2024-10-27 00:00:00
合肥市,27,5,0.543,81,38,23,41,优,—,2024-10-26 00:00:00
合肥市,27,5,0.551,104,44,21,54,良,臭氧8小时,2024-10-25 00:00:00
合肥市,47,7,0.746,126,58,33,72,良,臭氧8小时,2024-10-24 00:00:00
合肥市,41,6,0.672,80,61,38,56,良,颗粒物(PM10),2024-10-23 00:00:00
合肥市,23,5,0.671,59,48,32,48,优,—,2024-10-22 00:00:00
合肥市,25,5,0.611,62,49,25,49,优,—,2024-10-21 00:00:00
合肥市,17,5,0.461,78,36,11,39,优,—,2024-10-20 00:00:00
合肥市,15,5,0.439,66,38,11,38,优,—,2024-10-19 00:00:00
合肥市,21,5,0.658,88,31,20,44,优,—,2024-10-17 00:00:00
合肥市,24,7,0.777,96,63,43,60,良,细颗粒物(PM2.5),2024-10-16 00:00:00
合肥市,24,6,0.983,114,62,44,62,良,"细颗粒物(PM2.5),臭氧8小时",2024-10-15 00:00:00
合肥市,24,5,0.671,129,55,39,75,良,臭氧8小时,2024-10-14 00:00:00
合肥市,29,6,0.770,109,71,48,67,良,细颗粒物(PM2.5),2024-10-13 00:00:00
合肥市,35,7,0.703,136,78,46,80,良,臭氧8小时,2024-10-12 00:00:00
合肥市,48,7,0.795,152,84,48,94,良,臭氧8小时,2024-10-11 00:00:00
合肥市,42,6,0.674,135,73,41,80,良,臭氧8小时,2024-10-10 00:00:00
合肥市,35,7,0.603,140,49,28,84,良,臭氧8小时,2024-10-09 00:00:00
合肥市,30,6,0.542,108,40,23,57,良,臭氧8小时,2024-10-08 00:00:00
合肥市,21,5,0.465,82,12,7,41,优,—,2024-10-07 00:00:00
合肥市,14,6,0.481,85,12,9,43,优,—,2024-10-06 00:00:00
合肥市,19,7,0.556,119,31,16,66,良,臭氧8小时,2024-10-05 00:00:00
合肥市,23,7,0.492,121,30,15,68,良,臭氧8小时,2024-10-04 00:00:00
合肥市,23,7,0.446,110,27,12,59,良,臭氧8小时,2024-10-03 00:00:00
合肥市,16,7,0.419,102,45,12,52,良,臭氧8小时,2024-10-02 00:00:00
合肥市,13,6,0.511,96,29,11,48,优,—,2024-10-01 00:00:00
合肥市,23,7,0.652,96,54,26,52,良,颗粒物(PM10),2024-09-30 00:00:00
合肥市,21,7,0.653,148,46,23,90,良,臭氧8小时,2024-09-29 00:00:00
合肥市,22,8,0.779,161,48,24,101,轻度污染,臭氧8小时,2024-09-28 00:00:00
合肥市,19,6,0.657,101,27,16,51,良,臭氧8小时,2024-09-27 00:00:00
合肥市,39,8,0.716,128,52,30,74,良,臭氧8小时,2024-09-26 00:00:00
合肥市,44,9,0.628,164,57,29,104,轻度污染,臭氧8小时,2024-09-25 00:00:00
合肥市,28,8,0.535,142,39,17,85,良,臭氧8小时,2024-09-24 00:00:00
合肥市,22,7,0.468,113,33,14,61,良,臭氧8小时,2024-09-23 00:00:00
合肥市,14,7,0.409,104,30,10,54,良,臭氧8小时,2024-09-22 00:00:00
合肥市,13,6,0.478,66,28,13,33,优,—,2024-09-21 00:00:00
合肥市,10,6,0.425,63,22,10,32,优,—,2024-09-20 00:00:00
合肥市,14,6,0.489,58,25,13,29,优,—,2024-09-19 00:00:00
合肥市,19,6,0.574,82,30,15,41,优,—,2024-09-18 00:00:00
合肥市,11,6,0.611,95,15,11,48,优,—,2024-09-17 00:00:00
合肥市,8,6,0.545,122,32,16,69,良,臭氧8小时,2024-09-16 00:00:00
合肥市,11,6,0.625,78,32,19,39,优,—,2024-09-15 00:00:00
合肥市,13,6,0.763,98,39,27,49,优,—,2024-09-14 00:00:00
合肥市,12,6,0.717,97,20,12,49,优,—,2024-09-13 00:00:00
合肥市,12,5,0.621,53,12,7,27,优,—,2024-09-12 00:00:00
合肥市,10,6,0.516,80,21,14,40,优,—,2024-09-11 00:00:00
合肥市,15,8,0.526,116,32,19,64,良,臭氧8小时,2024-09-10 00:00:00
合肥市,16,7,0.569,118,31,17,65,良,臭氧8小时,2024-09-09 00:00:00
合肥市,15,7,0.611,134,45,31,79,良,臭氧8小时,2024-09-08 00:00:00
合肥市,12,7,0.612,136,43,28,80,良,臭氧8小时,2024-09-07 00:00:00
合肥市,11,6,0.708,124,46,30,70,良,臭氧8小时,2024-09-06 00:00:00
合肥市,19,7,0.723,159,44,28,100,良,臭氧8小时,2024-09-05 00:00:00
合肥市,20,7,0.698,165,46,26,105,轻度污染,臭氧8小时,2024-09-04 00:00:00
合肥市,11,6,0.513,123,30,12,70,良,臭氧8小时,2024-09-03 00:00:00
合肥市,18,7,0.679,130,41,25,75,良,臭氧8小时,2024-09-02 00:00:00
合肥市,21,7,0.708,135,45,28,80,良,臭氧8小时,2024-09-01 00:00:00
合肥市,27,7,0.709,144,45,27,87,良,臭氧8小时,2024-08-31 00:00:00
合肥市,21,7,0.600,149,35,20,91,良,臭氧8小时,2024-08-30 00:00:00
合肥市,10,6,0.476,96,24,14,48,优,—,2024-08-29 00:00:00
合肥市,11,6,0.596,109,19,12,58,良,臭氧8小时,2024-08-28 00:00:00
合肥市,9,6,0.545,119,20,10,66,良,臭氧8小时,2024-08-27 00:00:00
合肥市,16,8,0.734,165,46,30,105,轻度污染,臭氧8小时,2024-08-26 00:00:00
合肥市,21,9,0.756,206,49,31,142,轻度污染,臭氧8小时,2024-08-25 00:00:00
合肥市,19,7,0.602,123,40,26,70,良,臭氧8小时,2024-08-24 00:00:00
合肥市,16,6,0.582,158,38,24,99,良,臭氧8小时,2024-08-23 00:00:00
合肥市,12,6,0.585,141,35,24,85,良,臭氧8小时,2024-08-22 00:00:00
合肥市,14,7,0.614,145,36,24,88,良,臭氧8小时,2024-08-21 00:00:00
合肥市,10,6,0.497,125,21,15,71,良,臭氧8小时,2024-08-20 00:00:00
合肥市,21,7,0.636,153,44,27,95,良,臭氧8小时,2024-08-19 00:00:00
合肥市,19,8,0.658,153,40,26,95,良,臭氧8小时,2024-08-18 00:00:00
合肥市,18,7,0.638,119,37,25,66,良,臭氧8小时,2024-08-17 00:00:00
合肥市,12,6,0.500,114,26,15,62,良,臭氧8小时,2024-08-16 00:00:00
合肥市,13,6,0.511,115,25,16,63,良,臭氧8小时,2024-08-15 00:00:00
合肥市,18,6,0.594,121,25,16,68,良,臭氧8小时,2024-08-14 00:00:00
合肥市,18,7,0.540,151,49,21,93,良,臭氧8小时,2024-08-13 00:00:00
合肥市,25,7,0.507,151,86,28,93,良,臭氧8小时,2024-08-12 00:00:00
合肥市,15,7,0.423,124,86,25,70,良,臭氧8小时,2024-08-11 00:00:00
合肥市,14,7,0.469,122,35,21,69,良,臭氧8小时,2024-08-10 00:00:00
合肥市,14,7,0.595,130,43,28,75,良,臭氧8小时,2024-08-09 00:00:00
合肥市,24,7,0.526,140,38,21,84,良,臭氧8小时,2024-08-08 00:00:00
合肥市,25,7,0.466,153,36,17,95,良,臭氧8小时,2024-08-07 00:00:00
合肥市,15,8,0.430,141,32,14,85,良,臭氧8小时,2024-08-06 00:00:00
合肥市,12,7,0.416,129,34,17,75,良,臭氧8小时,2024-08-05 00:00:00
合肥市,11,7,0.409,119,29,16,66,良,臭氧8小时,2024-08-04 00:00:00
合肥市,11,7,0.405,103,27,19,53,良,臭氧8小时,2024-08-03 00:00:00
合肥市,9,7,0.426,94,24,12,47,优,—,2024-08-02 00:00:00
合肥市,10,7,0.415,88,19,9,44,优,—,2024-08-01 00:00:00
合肥市,9,8,0.411,96,24,12,48,优,—,2024-07-31 00:00:00
合肥市,12,7,0.384,93,21,9,47,优,—,2024-07-30 00:00:00
合肥市,9,7,0.367,73,16,7,37,优,—,2024-07-29 00:00:00
合肥市,10,7,0.412,64,14,5,32,优,—,2024-07-28 00:00:00
合肥市,11,7,0.455,68,13,7,34,优,—,2024-07-27 00:00:00
合肥市,11,7,0.450,81,27,11,41,优,—,2024-07-26 00:00:00
合肥市,11,7,0.370,131,25,9,76,良,臭氧8小时,2024-07-25 00:00:00
合肥市,21,8,0.520,183,48,26,121,轻度污染,臭氧8小时,2024-07-24 00:00:00
合肥市,12,7,0.408,130,38,21,75,良,臭氧8小时,2024-07-23 00:00:00
合肥市,11,7,0.377,107,27,13,56,良,臭氧8小时,2024-07-21 00:00:00
合肥市,11,7,0.368,81,23,9,41,优,—,2024-07-20 00:00:00
合肥市,13,7,0.389,106,29,15,55,良,臭氧8小时,2024-07-19 00:00:00
合肥市,13,7,0.390,94,27,12,47,优,—,2024-07-18 00:00:00
合肥市,10,7,0.416,91,29,15,46,优,—,2024-07-17 00:00:00
合肥市,14,6,0.587,103,41,28,53,良,臭氧8小时,2024-07-16 00:00:00
合肥市,15,6,0.563,95,27,16,48,优,—,2024-07-15 00:00:00
合肥市,12,6,0.428,63,7,4,32,优,—,2024-07-14 00:00:00
合肥市,16,6,0.546,72,13,7,36,优,—,2024-07-13 00:00:00
合肥市,20,6,0.903,81,31,23,41,优,—,2024-07-12 00:00:00
合肥市,16,6,0.659,125,33,28,71,良,臭氧8小时,2024-07-11 00:00:00
合肥市,14,6,0.635,103,25,19,53,良,臭氧8小时,2024-07-10 00:00:00
合肥市,11,7,0.458,94,28,16,47,优,—,2024-07-09 00:00:00
合肥市,8,7,0.346,111,25,12,60,良,臭氧8小时,2024-07-08 00:00:00
合肥市,8,7,0.339,113,26,13,61,良,臭氧8小时,2024-07-07 00:00:00
合肥市,9,7,0.354,107,26,13,56,良,臭氧8小时,2024-07-06 00:00:00
合肥市,9,7,0.356,103,26,13,53,良,臭氧8小时,2024-07-05 00:00:00
合肥市,11,6,0.384,88,24,11,44,优,—,2024-07-04 00:00:00
合肥市,10,6,0.497,96,22,13,48,优,—,2024-07-03 00:00:00
合肥市,9,6,0.389,114,17,10,62,良,臭氧8小时,2024-07-02 00:00:00
合肥市,10,6,0.399,84,15,8,42,优,—,2024-07-01 00:00:00
合肥市,15,6,0.423,45,7,3,23,优,—,2024-06-29 00:00:00
合肥市,16,6,0.440,82,9,5,41,优,—,2024-06-28 00:00:00
合肥市,15,6,0.561,116,37,23,64,良,臭氧8小时,2024-06-27 00:00:00
合肥市,19,7,0.626,132,51,30,77,良,臭氧8小时,2024-06-26 00:00:00
合肥市,15,6,0.441,116,28,14,64,良,臭氧8小时,2024-06-25 00:00:00
合肥市,21,6,0.428,110,35,14,59,良,臭氧8小时,2024-06-24 00:00:00
合肥市,15,7,0.424,120,27,12,67,良,臭氧8小时,2024-06-23 00:00:00
合肥市,11,6,0.532,104,19,13,54,良,臭氧8小时,2024-06-22 00:00:00
合肥市,12,7,0.508,123,22,13,70,良,臭氧8小时,2024-06-21 00:00:00
合肥市,15,6,0.526,195,32,21,132,轻度污染,臭氧8小时,2024-06-20 00:00:00
合肥市,21,7,0.537,152,23,14,94,良,臭氧8小时,2024-06-19 00:00:00
合肥市,23,9,0.446,183,44,21,121,轻度污染,臭氧8小时,2024-06-18 00:00:00
合肥市,18,9,0.468,185,40,20,123,轻度污染,臭氧8小时,2024-06-17 00:00:00
合肥市,22,10,0.587,198,49,25,135,轻度污染,臭氧8小时,2024-06-16 00:00:00
合肥市,17,7,0.670,211,62,36,147,轻度污染,臭氧8小时,2024-06-15 00:00:00
合肥市,17,8,0.609,154,49,29,95,良,臭氧8小时,2024-06-14 00:00:00
合肥市,18,8,0.599,158,39,22,99,良,臭氧8小时,2024-06-13 00:00:00
合肥市,19,7,0.532,203,43,22,140,轻度污染,臭氧8小时,2024-06-12 00:00:00
合肥市,15,8,0.497,156,34,19,97,良,臭氧8小时,2024-06-11 00:00:00
合肥市,9,7,0.432,142,21,12,85,良,臭氧8小时,2024-06-10 00:00:00
合肥市,16,7,0.532,188,48,28,126,轻度污染,臭氧8小时,2024-06-09 00:00:00
合肥市,28,7,0.594,198,54,30,135,轻度污染,臭氧8小时,2024-06-08 00:00:00
合肥市,23,7,0.556,145,45,27,88,良,臭氧8小时,2024-06-07 00:00:00
合肥市,17,6,0.530,127,30,18,73,良,臭氧8小时,2024-06-06 00:00:00
合肥市,26,7,0.578,131,47,26,76,良,臭氧8小时,2024-06-05 00:00:00
合肥市,33,10,0.591,174,54,24,113,轻度污染,臭氧8小时,2024-06-04 00:00:00
合肥市,34,9,0.535,162,46,21,102,轻度污染,臭氧8小时,2024-06-03 00:00:00
合肥市,26,9,0.569,119,43,18,66,良,臭氧8小时,2024-06-02 00:00:00
合肥市,21,7,0.683,161,51,26,101,轻度污染,臭氧8小时,2024-06-01 00:00:00
合肥市,23,6,0.675,144,46,31,87,良,臭氧8小时,2024-05-31 00:00:00
合肥市,27,7,0.604,136,42,30,80,良,臭氧8小时,2024-05-30 00:00:00
合肥市,27,9,0.461,153,45,22,95,良,臭氧8小时,2024-05-29 00:00:00
合肥市,27,8,0.512,152,37,18,94,良,臭氧8小时,2024-05-28 00:00:00
合肥市,18,6,0.501,105,26,17,55,良,臭氧8小时,2024-05-27 00:00:00
合肥市,16,7,0.495,143,33,18,86,良,臭氧8小时,2024-05-26 00:00:00
合肥市,20,10,0.608,170,60,36,110,轻度污染,臭氧8小时,2024-05-25 00:00:00
合肥市,30,10,0.647,180,70,42,119,轻度污染,臭氧8小时,2024-05-24 00:00:00
合肥市,32,11,0.526,171,59,33,110,轻度污染,臭氧8小时,2024-05-23 00:00:00
合肥市,20,10,0.474,137,46,27,81,良,臭氧8小时,2024-05-22 00:00:00
合肥市,21,8,0.593,144,54,33,87,良,臭氧8小时,2024-05-21 00:00:00
合肥市,25,9,0.603,183,61,32,121,轻度污染,臭氧8小时,2024-05-20 00:00:00
合肥市,26,11,0.535,188,64,33,126,轻度污染,臭氧8小时,2024-05-19 00:00:00
合肥市,25,9,0.617,181,78,44,120,轻度污染,臭氧8小时,2024-05-18 00:00:00
合肥市,22,8,0.547,188,72,36,126,轻度污染,臭氧8小时,2024-05-17 00:00:00
合肥市,22,8,0.369,145,45,20,88,良,臭氧8小时,2024-05-16 00:00:00
合肥市,33,7,0.430,132,83,27,77,良,臭氧8小时,2024-05-15 00:00:00
合肥市,29,7,0.522,174,79,30,113,轻度污染,臭氧8小时,2024-05-14 00:00:00
合肥市,37,7,0.506,166,128,37,106,轻度污染,臭氧8小时,2024-05-13 00:00:00
合肥市,26,6,0.499,128,213,56,132,轻度污染,颗粒物(PM10),2024-05-12 00:00:00
合肥市,18,5,0.664,132,57,36,77,良,臭氧8小时,2024-05-11 00:00:00
合肥市,21,9,0.686,167,71,38,107,轻度污染,臭氧8小时,2024-05-10 00:00:00
合肥市,31,7,0.538,168,54,27,108,轻度污染,臭氧8小时,2024-05-09 00:00:00
合肥市,29,6,0.453,138,48,21,82,良,臭氧8小时,2024-05-08 00:00:00
合肥市,38,6,0.673,143,56,30,86,良,臭氧8小时,2024-05-07 00:00:00
合肥市,26,5,0.668,119,37,20,66,良,臭氧8小时,2024-05-06 00:00:00
合肥市,20,5,0.644,79,52,35,51,良,颗粒物(PM10),2024-05-05 00:00:00
合肥市,27,5,0.655,106,41,28,55,良,臭氧8小时,2024-05-04 00:00:00
合肥市,24,7,0.536,123,46,21,70,良,臭氧8小时,2024-05-03 00:00:00
合肥市,38,7,0.495,120,49,23,67,良,臭氧8小时,2024-05-02 00:00:00
合肥市,26,6,0.467,122,48,27,69,良,臭氧8小时,2024-05-01 00:00:00
合肥市,19,6,0.477,97,53,30,52,良,颗粒物(PM10),2024-04-30 00:00:00
合肥市,18,5,0.481,58,39,25,39,优,—,2024-04-29 00:00:00
合肥市,20,6,0.590,151,45,28,93,良,臭氧8小时,2024-04-28 00:00:00
合肥市,27,7,0.743,185,85,46,123,轻度污染,臭氧8小时,2024-04-27 00:00:00
合肥市,35,8,0.685,169,94,48,109,轻度污染,臭氧8小时,2024-04-26 00:00:00
合肥市,41,9,0.585,152,89,33,94,良,臭氧8小时,2024-04-25 00:00:00
合肥市,28,8,0.448,130,107,29,79,良,颗粒物(PM10),2024-04-24 00:00:00
合肥市,27,6,0.652,151,131,52,93,良,臭氧8小时,2024-04-23 00:00:00
合肥市,29,7,0.692,159,78,43,100,良,臭氧8小时,2024-04-22 00:00:00
合肥市,27,8,0.671,136,68,34,80,良,臭氧8小时,2024-04-21 00:00:00
合肥市,19,5,0.600,126,63,37,72,良,臭氧8小时,2024-04-20 00:00:00
合肥市,33,7,0.707,106,61,32,56,良,颗粒物(PM10),2024-04-19 00:00:00
合肥市,32,9,0.741,139,84,33,83,良,臭氧8小时,2024-04-18 00:00:00
合肥市,25,6,0.723,113,63,33,61,良,臭氧8小时,2024-04-17 00:00:00
合肥市,22,7,0.666,130,76,33,75,良,臭氧8小时,2024-04-16 00:00:00
合肥市,33,6,0.775,122,77,44,69,良,臭氧8小时,2024-04-15 00:00:00
合肥市,23,6,0.703,97,61,40,57,良,细颗粒物(PM2.5),2024-04-14 00:00:00
合肥市,30,7,0.875,123,94,61,83,良,细颗粒物(PM2.5),2024-04-13 00:00:00
合肥市,44,6,0.767,152,102,58,94,良,臭氧8小时,2024-04-12 00:00:00
合肥市,44,7,0.694,138,85,43,82,良,臭氧8小时,2024-04-11 00:00:00
合肥市,35,8,0.568,134,70,31,79,良,臭氧8小时,2024-04-10 00:00:00
合肥市,27,5,0.603,103,42,24,53,良,臭氧8小时,2024-04-08 00:00:00
合肥市,25,6,0.594,98,49,33,49,优,—,2024-04-07 00:00:00
合肥市,26,7,0.550,127,50,29,73,良,臭氧8小时,2024-04-06 00:00:00
合肥市,24,7,0.484,128,47,22,74,良,臭氧8小时,2024-04-05 00:00:00
合肥市,18,6,0.514,110,56,32,59,良,臭氧8小时,2024-04-04 00:00:00
合肥市,19,5,0.730,59,66,46,64,良,细颗粒物(PM2.5),2024-04-03 00:00:00
合肥市,21,5,0.699,96,27,20,48,优,—,2024-04-02 00:00:00
合肥市,33,8,0.788,141,106,55,85,良,臭氧8小时,2024-04-01 00:00:00
合肥市,34,8,0.749,150,151,57,101,轻度污染,颗粒物(PM10),2024-03-31 00:00:00
合肥市,28,7,0.565,122,59,25,69,良,臭氧8小时,2024-03-30 00:00:00
合肥市,27,6,0.636,110,67,32,59,良,"颗粒物(PM10),臭氧8小时",2024-03-29 00:00:00
合肥市,26,5,0.663,105,64,44,62,良,细颗粒物(PM2.5),2024-03-28 00:00:00
合肥市,37,5,0.759,81,74,56,77,良,细颗粒物(PM2.5),2024-03-27 00:00:00
合肥市,21,4,0.576,106,55,39,55,良,"细颗粒物(PM2.5),臭氧8小时",2024-03-26 00:00:00
合肥市,19,5,0.643,63,41,30,43,优,—,2024-03-25 00:00:00
合肥市,29,5,0.842,53,79,52,72,良,细颗粒物(PM2.5),2024-03-24 00:00:00
合肥市,33,7,0.736,107,59,34,56,良,臭氧8小时,2024-03-23 00:00:00
合肥市,23,7,0.587,133,68,28,78,良,臭氧8小时,2024-03-22 00:00:00
合肥市,29,6,0.537,114,86,23,68,良,颗粒物(PM10),2024-03-21 00:00:00
合肥市,45,6,0.580,102,145,29,98,良,颗粒物(PM10),2024-03-20 00:00:00
合肥市,40,5,0.590,90,132,29,91,良,颗粒物(PM10),2024-03-19 00:00:00
合肥市,35,6,0.615,67,71,24,61,良,颗粒物(PM10),2024-03-18 00:00:00
合肥市,29,5,0.656,91,164,58,107,轻度污染,颗粒物(PM10),2024-03-17 00:00:00
合肥市,50,7,0.869,150,141,89,118,轻度污染,细颗粒物(PM2.5),2024-03-16 00:00:00
合肥市,49,9,0.994,135,123,83,110,轻度污染,细颗粒物(PM2.5),2024-03-15 00:00:00
合肥市,46,6,0.819,89,107,71,95,良,细颗粒物(PM2.5),2024-03-14 00:00:00
合肥市,38,8,0.698,99,102,60,82,良,细颗粒物(PM2.5),2024-03-13 00:00:00
合肥市,39,7,0.645,121,100,52,75,良,颗粒物(PM10),2024-03-12 00:00:00
合肥市,47,9,0.735,126,105,55,78,良,颗粒物(PM10),2024-03-11 00:00:00
合肥市,48,8,0.750,141,104,67,90,良,细颗粒物(PM2.5),2024-03-10 00:00:00
合肥市,38,7,0.578,117,74,39,65,良,臭氧8小时,2024-03-09 00:00:00
合肥市,39,6,0.601,103,97,48,74,良,颗粒物(PM10),2024-03-08 00:00:00
合肥市,34,6,0.649,102,92,53,73,良,细颗粒物(PM2.5),2024-03-07 00:00:00
合肥市,26,5,0.629,77,81,56,77,良,细颗粒物(PM2.5),2024-03-06 00:00:00
合肥市,25,4,0.687,51,61,44,62,良,细颗粒物(PM2.5),2024-03-05 00:00:00
合肥市,44,6,0.833,72,76,52,72,良,细颗粒物(PM2.5),2024-03-04 00:00:00
合肥市,35,5,0.629,100,60,37,55,良,颗粒物(PM10),2024-03-03 00:00:00
合肥市,38,5,0.574,90,64,34,57,良,颗粒物(PM10),2024-03-02 00:00:00
合肥市,26,5,0.504,77,55,29,53,良,颗粒物(PM10),2024-03-01 00:00:00
合肥市,22,4,0.620,63,44,32,46,优,—,2024-02-29 00:00:00
合肥市,33,5,0.717,68,79,49,68,良,细颗粒物(PM2.5),2024-02-28 00:00:00
合肥市,31,6,0.599,94,64,37,57,良,颗粒物(PM10),2024-02-27 00:00:00
合肥市,26,6,0.760,108,78,55,75,良,细颗粒物(PM2.5),2024-02-26 00:00:00
合肥市,25,5,0.680,104,73,60,82,良,细颗粒物(PM2.5),2024-02-25 00:00:00
合肥市,17,5,0.600,87,50,42,59,良,细颗粒物(PM2.5),2024-02-24 00:00:00
合肥市,17,5,0.602,79,50,38,54,良,细颗粒物(PM2.5),2024-02-23 00:00:00
合肥市,16,4,0.566,60,36,30,43,优,—,2024-02-22 00:00:00
合肥市,15,4,0.558,60,17,14,30,优,—,2024-02-21 00:00:00
合肥市,12,4,0.481,60,5,3,30,优,—,2024-02-20 00:00:00
合肥市,17,5,0.814,54,72,52,72,良,细颗粒物(PM2.5),2024-02-19 00:00:00
合肥市,15,7,0.719,78,35,22,39,优,—,2024-02-18 00:00:00
合肥市,11,5,0.722,72,24,15,36,优,—,2024-02-17 00:00:00
合肥市,14,5,0.508,86,28,17,43,优,—,2024-02-16 00:00:00
合肥市,13,5,0.575,74,46,28,46,优,—,2024-02-15 00:00:00
合肥市,22,7,0.687,82,58,39,55,良,细颗粒物(PM2.5),2024-02-14 00:00:00
合肥市,12,6,0.565,88,41,24,44,优,—,2024-02-13 00:00:00
合肥市,12,7,0.649,100,77,40,64,良,颗粒物(PM10),2024-02-12 00:00:00
合肥市,20,6,0.742,90,112,73,98,良,细颗粒物(PM2.5),2024-02-11 00:00:00
合肥市,24,10,0.970,87,213,186,236,重度污染,细颗粒物(PM2.5),2024-02-10 00:00:00
合肥市,30,7,0.962,105,135,115,150,轻度污染,细颗粒物(PM2.5),2024-02-09 00:00:00
